id,giscode,siteaddres,landuse,scrcog_lu,yearbuilt,decadebuilt
15725,3027-097-00-0000,1359 SHEPARD AVE,Single Fam M01,Residential,1979,1970s
15726,3027-098-00-0000,9 GATE WAY,Single Fam M01,Residential,1970,1970s
15728,3027-100-00-0000,1399 SHEPARD AVE,Single Fam M01,Residential,1973,1970s
15729,3027-101-00-0000,42 GATE WAY,Single Fam M01,Residential,1973,1970s
15730,3027-102-00-0000,60 GATE WAY,Single Fam M01,Residential,1973,1970s
15731,3027-103-00-0000,74 GATE WAY,Single Fam M01,Residential,1973,1970s
15732,3027-104-00-0000,27 GATE WAY,Single Fam M01,Residential,1973,1970s
15733,3027-105-00-0000,39 GATE WAY,Single Fam M01,Residential,1975,1970s
15734,3027-106-00-0000,1406 SHEPARD AVE,Single Fam M01,Residential,1974,1970s
15736,3027-108-00-0000,16 GATE WAY,Single Fam M01,Residential,1975,1970s
15737,3027-109-00-0000,26 GATE WAY,Single Fam M01,Residential,1973,1970s
15738,3027-110-00-0000,95 ASH DR,Single Fam M01,Residential,1992,1990s
15739,3027-110-01-0000,89 ASH DR,Single Fam M01,Residential,1998,1990s
15740,3027-111-00-0000,25 ASH DR,Single Fam M01,Residential,1999,1990s
15741,3027-112-00-0000,51 ASH DR,Single Fam M01,Residential,1993,1990s
15742,3027-113-00-0000,75 ASH DR,Single Fam M01,Residential,1992,1990s
15743,3027-114-00-0000,66 ASH DR,Single Fam M01,Residential,1995,1990s
15744,3027-115-00-0000,76 ASH DR,Single Fam M01,Residential,2000,2000s
15745,3027-116-00-0000,86 ASH DR,Single Fam M01,Residential,1998,1990s
15746,3027-117-00-0000,96 ASH DR,Single Fam M01,Residential,1999,1990s
15747,3027-118-00-0000,84 GATE WAY,Single Fam M01,Residential,1960,1960s
15748,3028-001-00-0000,15 ERAMO TR,Single Fam M01,Residential,1993,1990s
15749,3028-002-00-0000,35 ERAMO TR,Single Fam M01,Residential,1930,1930s
15751,3028-004-00-0000,123 ERAMO TR,Single Fam M01,Residential,1978,1970s
15752,3028-005-00-0000,125 ERAMO TR,Two Family M01,Residential,1940,1940s
15753,3028-006-00-0000,123 ERAMO TR REAR,Single Fam M01,Residential,1991,1990s
15754,3028-007-00-0000,139 ERAMO TR,Single Fam M01,Residential,1913,1910s
15756,3028-009-00-0000,85 GATE WAY,Single Fam M01,Residential,1972,1970s
15757,3028-010-00-0000,75 GATE WAY,Single Fam M01,Residential,1975,1970s
15758,3028-011-00-0000,61 GATE WAY,Single Fam M01,Residential,1973,1970s
15759,3028-012-00-0000,55 GATE WAY,Single Fam M01,Residential,1973,1970s
15760,3028-013-00-0000,14 ASH DR,Single Fam M01,Residential,1973,1970s
15762,3028-018-00-0000,15 GREENES RIDGE RD,Single Fam M01,Residential,1870,pre1900s
15763,3028-019-00-0000,29 GREENES RIDGE RD,Single Fam M01,Residential,1982,1980s
15764,3028-020-00-0000,33 GREENES RIDGE RD,Single Fam M01,Residential,1983,1980s
15765,3028-021-00-0000,41 GREENES RIDGE RD,SFR In-Law,Residential,1982,1980s
15766,3028-022-00-0000,47 GREENES RIDGE RD,Single Fam M01,Residential,1978,1970s
15767,3028-023-00-0000,51 GREENES RIDGE RD,Single Fam M01,Residential,1982,1980s
15768,3028-024-00-0000,55 GREENES RIDGE RD,Single Fam M01,Residential,1983,1980s
15769,3028-025-00-0000,59 GREENES RIDGE RD,Single Fam M01,Residential,1983,1980s
15770,3028-026-00-0000,61 GREENES RIDGE RD,Single Fam M01,Residential,1982,1980s
15771,3028-027-00-0000,63 GREENES RIDGE RD,Single Fam M01,Residential,1982,1980s
15772,3028-028-00-0000,71 GREENES RIDGE RD,Single Fam M01,Residential,1982,1980s
15773,3028-029-00-0000,81 GREENES RIDGE RD,Single Fam M01,Residential,1982,1980s
15774,3028-030-00-0000,90 GREENES RIDGE RD,Single Fam M01,Residential,1983,1980s
15775,3028-031-00-0000,84 GREENES RIDGE RD,Single Fam M01,Residential,1983,1980s
15776,3028-032-00-0000,76 GREENES RIDGE RD,Single Fam M01,Residential,1982,1980s
15777,3028-033-00-0000,68 GREENES RIDGE RD,Single Fam M01,Residential,1982,1980s
15778,3028-034-00-0000,58 GREENES RIDGE RD,Single Fam M01,Residential,1982,1980s
15779,3028-035-00-0000,50 GREENES RIDGE RD,Single Fam M01,Residential,1982,1980s
15780,3028-036-00-0000,40 GREENES RIDGE RD,Single Fam M01,Residential,1982,1980s
15781,3028-037-00-0000,28 GREENES RIDGE RD,Single Fam M01,Residential,1983,1980s
15782,3028-038-00-0000,20 GREENES RIDGE RD,Single Fam M01,Residential,1983,1980s
15783,3028-040-00-0000,49 RAINBOW CT,Single Fam M01,Residential,1982,1980s
15784,3028-041-00-0000,58 RAINBOW CT,Single Fam M01,Residential,1982,1980s
15785,3028-042-00-0000,46 RAINBOW CT,Single Fam M01,Residential,1982,1980s
15786,3028-043-00-0000,6 ASH DR,Single Fam M01,Residential,1974,1970s
15787,3028-044-00-0000,26 ASH DR,Single Fam M01,Residential,2000,2000s
15788,3028-045-00-0000,46 ASH DR,Single Fam M01,Residential,1991,1990s
15789,3028-046-00-0000,56 ASH DR,Single Fam M01,Residential,1997,1990s
15793,3028-049-00-0000,320 ROCKY TOP RD,PVT GROUP HOME,Residential,1932,1930s
15794,3029-002-00-0000,485 SHERMAN AVE,PVT UNIV M94,Institutional,1968,1960s
15795,3029-004-00-0000,70 OLD HILL RD,Single Fam M01,Residential,1965,1960s
15799,3029-011-00-0000,285 KENWOOD AVE,Single Fam M01,Residential,1955,1950s
15800,3029-012-00-0000,46 KLARMAN DR,Single Fam M01,Residential,1956,1950s
15801,3029-013-00-0000,38 KLARMAN DR,Single Fam M01,Residential,1955,1950s
15802,3029-014-00-0000,26 KLARMAN DR,Single Fam M01,Residential,1955,1950s
15803,3029-015-00-0000,18 KLARMAN DR,Single Fam M01,Residential,1955,1950s
15804,3029-016-00-0000,440 KENWOOD AVE,Single Fam M01,Residential,1949,1940s
15805,3029-017-00-0000,430 KENWOOD AVE,Single Fam M01,Residential,1953,1950s
15806,3029-018-00-0000,420 KENWOOD AVE,Single Fam M01,Residential,1948,1940s
15807,3029-019-00-0000,146 SLEEPING GIANT DR,Single Fam M01,Residential,1960,1960s
15808,3029-020-00-0000,136 SLEEPING GIANT DR,Single Fam M01,Residential,1958,1950s
15809,3029-021-00-0000,126 SLEEPING GIANT DR,Single Fam M01,Residential,1955,1950s
15810,3029-022-00-0000,119 SLEEPING GIANT DR,Single Fam M01,Residential,1954,1950s
15811,3029-023-00-0000,129 SLEEPING GIANT DR,Single Fam M01,Residential,1952,1950s
15812,3029-024-00-0000,139 SLEEPING GIANT DR,Single Fam M01,Residential,1954,1950s
15813,3029-025-00-0000,151 SLEEPING GIANT DR,Single Fam M01,Residential,1953,1950s
15814,3029-026-00-0000,161 SLEEPING GIANT DR,Single Fam M01,Residential,1980,1980s
15815,3029-027-00-0000,171 SLEEPING GIANT DR,Single Fam M01,Residential,1978,1970s
15816,3029-028-00-0000,406 KENWOOD AVE,Single Fam M01,Residential,1981,1980s
15817,3029-029-00-0000,396 KENWOOD AVE,Single Fam M01,Residential,1980,1980s
15818,3029-030-00-0000,380 KENWOOD AVE,Single Fam M01,Residential,1960,1960s
15819,3029-031-00-0000,366 KENWOOD AVE,Single Fam M01,Residential,1958,1950s
15820,3029-032-00-0000,354 KENWOOD AVE,Single Fam M01,Residential,1956,1950s
15821,3029-033-00-0000,338 KENWOOD AVE,Single Fam M01,Residential,1956,1950s
15822,3029-034-00-0000,324 KENWOOD AVE,Single Fam M01,Residential,1955,1950s
15823,3029-035-00-0000,80 KLARMAN DR,Single Fam M01,Residential,1955,1950s
15825,3029-037-00-0000,291 KENWOOD AVE,Single Fam M01,Residential,1991,1990s
15826,3029-037-02-0000,297 KENWOOD AVE,Single Fam M01,Residential,1990,1990s
15827,3029-037-03-0000,303 KENWOOD AVE,Single Fam M01,Residential,1991,1990s
15828,3029-037-04-0000,309 KENWOOD AVE,Single Fam M01,Residential,1991,1990s
15829,3029-037-05-0000,315 KENWOOD AVE,Single Fam M01,Residential,1991,1990s
15830,3029-037-06-0000,321 KENWOOD AVE,Single Fam M01,Residential,1991,1990s
15831,3029-037-07-0000,327 KENWOOD AVE,Single Fam M01,Residential,1991,1990s
15832,3029-037-08-0000,333 KENWOOD AVE,Single Fam M01,Residential,1991,1990s
15833,3029-037-09-0000,339 KENWOOD AVE,Single Fam M01,Residential,1991,1990s
15834,3029-037-10-0000,345 KENWOOD AVE,Single Fam M01,Residential,1991,1990s
15835,3029-037-11-0000,351 KENWOOD AVE,Single Fam M01,Residential,1991,1990s
15836,3030-001-00-0000,90 LUCIEN DR,Single Fam M01,Residential,1963,1960s
15837,3030-002-00-0000,100 LUCIEN DR,Single Fam M01,Residential,1970,1970s
15838,3030-003-00-0000,110 LUCIEN DR,Single Fam M01,Residential,1970,1970s
15839,3030-004-00-0000,120 LUCIEN DR,Single Fam M01,Residential,1971,1970s
15840,3030-005-00-0000,130 LUCIEN DR,Single Fam M01,Residential,1968,1960s
15846,3030-014-00-0000,26 SLEEPING GIANT DR,Single Fam M01,Residential,1951,1950s
15847,3030-015-00-0000,43 SEMINOLE AVE,Single Fam M01,Residential,1950,1950s
15848,3030-016-00-0000,35 SEMINOLE AVE,Single Fam M01,Residential,1951,1950s
15849,3030-017-00-0000,19 SEMINOLE AVE,Single Fam M01,Residential,1949,1940s
15850,3030-018-00-0000,13 SEMINOLE AVE,Single Fam M01,Residential,1950,1950s
15851,3030-019-00-0000,460 KENWOOD AVE,Single Fam M01,Residential,1940,1940s
15852,3030-020-00-0000,50 SEMINOLE AVE,Single Fam M01,Residential,1940,1940s
15853,3030-021-00-0000,46 SLEEPING GIANT DR,Single Fam M01,Residential,1951,1950s
15854,3030-022-00-0000,40 SEMINOLE AVE,Single Fam M01,Residential,1950,1950s
15855,3030-023-00-0000,26 SEMINOLE AVE,Single Fam M01,Residential,1941,1940s
15856,3030-024-00-0000,16 SEMINOLE AVE,Single Fam M01,Residential,1949,1940s
15857,3030-025-00-0000,6 SEMINOLE AVE,Single Fam M01,Residential,1939,1930s
15858,3030-026-00-0000,5 MONTEREY AVE,Single Fam M01,Residential,1949,1940s
15860,3030-027-00-0000,11 MONTEREY AVE,Single Fam M01,Residential,1990,1990s
15861,3030-028-00-0000,21 MONTEREY AVE,Single Fam M01,Residential,1942,1940s
15863,3030-029-00-0000,31 MONTEREY AVE,Single Fam M01,Residential,1956,1950s
15865,3030-030-00-0000,54 SLEEPING GIANT DR,Single Fam M01,Residential,1951,1950s
15866,3030-031-00-0000,39 MONTEREY AVE,Single Fam M01,Residential,1948,1940s
15868,3030-032-00-0000,36 MONTEREY AVE,Single Fam M01,Residential,1938,1930s
15869,3030-033-00-0000,80 SLEEPING GIANT DR,Single Fam M01,Residential,1978,1970s
15870,3030-034-00-0000,26 MONTEREY AVE,Single Fam M01,Residential,1985,1980s
15871,3030-035-00-0000,10 MONTEREY AVE,Single Fam M01,Residential,1936,1930s
15873,3030-036-00-0000,5 LUZERNE AVE,Single Fam M01,Residential,1956,1950s
15874,3030-037-00-0000,15 LUZERNE AVE,Single Fam M01,Residential,1956,1950s
15875,3030-038-00-0000,19 LUZERNE AVE,Single Fam M01,Residential,2014,2010s
15876,3030-039-00-0000,94 SLEEPING GIANT DR,Single Fam M01,Residential,1952,1950s
15877,3030-040-00-0000,110 SLEEPING GIANT DR,Single Fam M01,Residential,1949,1940s
15878,3030-041-00-0000,16 LUZERNE AVE,Single Fam M01,Residential,1978,1970s
15879,3030-042-00-0000,450 KENWOOD AVE,Single Fam M01,Residential,1960,1960s
15880,3030-043-00-0000,101 SLEEPING GIANT DR,Single Fam M01,Residential,1934,1930s
15881,3030-044-00-0000,19 KLARMAN DR,Single Fam M01,Residential,1955,1950s
15882,3030-045-00-0000,97 SLEEPING GIANT DR,Single Fam M01,Residential,1950,1950s
15883,3030-046-00-0000,93 SLEEPING GIANT DR,Single Fam M01,Residential,1950,1950s
15884,3030-047-00-0000,73 SLEEPING GIANT DR,Single Fam M01,Residential,1932,1930s
15885,3030-048-00-0000,63 SLEEPING GIANT DR,Single Fam M01,Residential,1949,1940s
15886,3030-049-00-0000,55 SLEEPING GIANT DR,Single Fam M01,Residential,1957,1950s
15887,3030-050-00-0000,45 SLEEPING GIANT DR,Single Fam M01,Residential,1955,1950s
15888,3030-051-00-0000,35 SLEEPING GIANT DR,Single Fam M01,Residential,1948,1940s
15889,3030-052-00-0000,38 BROWN ST,Single Fam M01,Residential,1958,1950s
15890,3030-053-00-0000,48 BROWN ST,Single Fam M01,Residential,1955,1950s
15891,3030-054-00-0000,58 BROWN ST,Single Fam M01,Residential,1958,1950s
15892,3030-055-00-0000,66 BROWN ST,Single Fam M01,Residential,1956,1950s
15893,3030-056-00-0000,76 BROWN ST,Single Fam M01,Residential,1957,1950s
15894,3030-057-00-0000,84 BROWN ST,Single Fam M01,Residential,1957,1950s
15895,3030-058-00-0000,94 BROWN ST,Single Fam M01,Residential,1957,1950s
15896,3030-059-00-0000,31 KLARMAN DR,Single Fam M01,Residential,1956,1950s
15897,3030-060-00-0000,53 KLARMAN DR,Single Fam M01,Residential,1955,1950s
15898,3030-061-00-0000,91 BROWN ST,Single Fam M01,Residential,1957,1950s
15899,3030-062-00-0000,81 BROWN ST,Single Fam M01,Residential,1957,1950s
15900,3030-063-00-0000,73 BROWN ST,Single Fam M01,Residential,1960,1960s
15901,3030-064-00-0000,65 BROWN ST,Single Fam M01,Residential,1973,1970s
15902,3030-065-00-0000,57 BROWN ST,Single Fam M01,Residential,1957,1950s
15903,3030-066-00-0000,49 BROWN ST,Single Fam M01,Residential,1957,1950s
15904,3030-067-00-0000,35 BROWN ST,Single Fam M01,Residential,1957,1950s
15907,3030-070-00-0000,3195 WHITNEY AVE,Single Fam M01,Residential,1920,1920s
15908,3030-071-00-0000,35 RENSHAW RD,Single Fam M01,Residential,1970,1970s
15910,3030-072-00-0000,45 RENSHAW RD,Single Fam M01,Residential,1974,1970s
15912,3030-073-00-0000,55 RENSHAW RD,Single Fam M01,Residential,1971,1970s
15914,3030-074-00-0000,57 RENSHAW RD,Single Fam M01,Residential,1979,1970s
15915,3030-075-00-0000,59 RENSHAW RD,Single Fam M01,Residential,1979,1970s
15917,3030-076-00-0000,63 RENSHAW RD,Single Fam M01,Residential,1975,1970s
15918,3030-077-00-0000,65 RENSHAW RD,Single Fam M01,Residential,1965,1960s
15920,3030-078-00-0000,71 RENSHAW RD,Single Fam M01,Residential,1975,1970s
15922,3030-079-00-0000,90 RENSHAW RD,Single Fam M01,Residential,1956,1950s
15923,3030-080-00-0000,80 RENSHAW RD,Single Fam M01,Residential,1987,1980s
15924,3030-081-00-0000,68 RENSHAW RD,Single Fam M01,Residential,1970,1970s
15926,3030-082-00-0000,58 RENSHAW RD,Single Fam M01,Residential,1950,1950s
15928,3030-083-00-0000,48 RENSHAW RD,SFR In-Law,Residential,1965,1960s
15930,3030-084-00-0000,11 HAMPSHIRE DR,Single Fam M01,Residential,1982,1980s
15934,3030-089-00-0000,3247 WHITNEY AVE,Single Fam M01,Residential,1920,1920s
15945,3030-091-01-0000,240 KENWOOD AVE,Single Fam M01,Residential,1940,1940s
15946,3030-095-00-0000,243 KENWOOD AVE,Single Fam M01,Residential,1956,1950s
15947,3030-096-00-0000,255 KENWOOD AVE,Single Fam M01,Residential,1956,1950s
15948,3030-097-00-0000,275 KENWOOD AVE,Single Fam M01,Residential,1956,1950s
15949,3030-098-00-0000,177 SHERMAN AVE,MIXED USE M94,Mixed Use,2009,2000s
15951,3030-101-00-0000,165 HAMPSHIRE DR,Single Fam M01,Residential,1987,1980s
15952,3030-102-00-0000,155 HAMPSHIRE DR,Single Fam M01,Residential,1986,1980s
15953,3030-103-00-0000,51 HAMPSHIRE DR,SFR In-Law,Residential,1986,1980s
15954,3030-104-00-0000,47 HAMPSHIRE DR,Single Fam M01,Residential,1949,1940s
15955,3030-105-00-0000,23 HAMPSHIRE DR,Single Fam M01,Residential,1983,1980s
15956,3030-106-00-0000,24 HAMPSHIRE DR,Single Fam M01,Residential,1972,1970s
15957,3030-107-00-0000,32 HAMPSHIRE DR,Single Fam M01,Residential,1975,1970s
15958,3030-108-00-0000,36 HAMPSHIRE DR,Single Fam M01,Residential,1997,1990s
15959,3030-109-00-0000,46 HAMPSHIRE DR,Single Fam M01,Residential,1982,1980s
15960,3030-110-00-0000,56 HAMPSHIRE DR,Single Fam M01,Residential,1971,1970s
15961,3030-111-00-0000,154 HAMPSHIRE DR,Single Fam M01,Residential,1928,1920s
15962,3030-112-00-0000,164 HAMPSHIRE DR,Single Fam M01,Residential,1982,1980s
15963,3030-113-00-0000,126 SHERMAN AVE,Single Fam M01,Residential,1980,1980s
15964,3030-114-00-0000,122 SHERMAN AVE,Single Fam M01,Residential,1984,1980s
15965,3030-115-00-0000,118 SHERMAN AVE,Single Fam M01,Residential,1927,1920s
15966,3030-116-00-0000,110 SHERMAN AVE,Two Family M01,Residential,1940,1940s
15967,3030-117-00-0000,84 SHERMAN AVE,Single Fam M01,Residential,1920,1920s
15969,3030-119-00-0000,129 SHERMAN AVE,Single Fam M01,Residential,1976,1970s
15970,3030-120-00-0000,139 SHERMAN AVE,Single Fam M01,Residential,1952,1950s
15971,3030-121-00-0000,145 SHERMAN AVE,Single Fam M01,Residential,1940,1940s
15972,3030-122-00-0000,155 SHERMAN AVE,Single Fam M01,Residential,1960,1960s
15974,3030-130-00-0000,58 KLARMAN DR,Single Fam M01,Residential,1956,1950s
15975,3030-131-00-0000,65 KLARMAN DR,Single Fam M01,Residential,1955,1950s
15976,3030-132-00-0000,71 KLARMAN DR,Single Fam M01,Residential,1946,1940s
15977,3030-133-00-0000,81 KLARMAN DR,Single Fam M01,Residential,1955,1950s
15978,3030-134-00-0000,290 KENWOOD AVE,Single Fam M01,Residential,1955,1950s
15979,3030-135-00-0000,286 KENWOOD AVE,Single Fam M01,Residential,1955,1950s
15980,3030-136-00-0000,280 KENWOOD AVE,Single Fam M01,Residential,1956,1950s
15982,3030-138-00-0000,260 KENWOOD AVE,Single Fam M01,Residential,1955,1950s
16022,3030-143-00-0000,106 SHERMAN AVE,Single Fam M01,Residential,1975,1970s
16023,3030-144-00-0000,100 SHERMAN AVE,Two Family M01,Residential,1960,1960s
16024,3030-146-00-0000,93 SHERMAN AVE,Single Fam M01,Residential,2003,2000s
16025,3030-146-01-0000,95 SHERMAN AVE,Single Fam M01,Residential,1949,1940s
16026,3030-146-02-0000,91 SHERMAN AVE,Single Fam M01,Residential,1997,1990s
16027,3030-147-00-0000,11 ROBIN HILL LA,Single Fam M01,Residential,1990,1990s
16030,3030-148-00-0000,23 ROBIN HILL LA,Single Fam M01,Residential,1989,1980s
16031,3030-149-00-0000,33 ROBIN HILL LA,Single Fam M01,Residential,1989,1980s
16033,3030-150-00-0000,43 ROBIN HILL LA,Single Fam M01,Residential,1989,1980s
16036,3030-151-00-0000,53 ROBIN HILL LA,Single Fam M01,Residential,1991,1990s
16037,3030-152-00-0000,52 ROBIN HILL LA,Single Fam M01,Residential,1988,1980s
16040,3030-153-00-0000,42 ROBIN HILL LA,Single Fam M01,Residential,1991,1990s
16041,3030-154-00-0000,32 ROBIN HILL LA,Single Fam M01,Residential,1991,1990s
16042,3030-155-00-0000,22 ROBIN HILL LA,Single Fam M01,Residential,1992,1990s
16043,3030-156-00-0000,12 ROBIN HILL LA,Single Fam M01,Residential,1990,1990s
16045,3030-157-00-0000,57 HAMPSHIRE DR,Single Fam M01,Residential,1986,1980s
16046,3030-159-00-0000,8 ROBIN HILL LA,Single Fam M01,Residential,1991,1990s
16049,3030-165-00-0000,3343 WHITNEY AVE,Single Fam M01,Residential,1976,1970s
16051,3030-167-00-0000,102 SHERMAN AVE,Single Fam M01,Residential,1986,1980s
16052,3031-001-00-0000,85 RENSHAW RD,Single Fam M01,Residential,1961,1960s
16054,3031-002-00-0000,75 RENSHAW RD,Single Fam M01,Residential,1978,1970s
16056,3031-003-00-0000,73 RENSHAW RD,Single Fam M01,Residential,1975,1970s
16058,3031-005-00-0000,125 LUCIEN DR,Single Fam M01,Residential,1971,1970s
16059,3031-006-00-0000,115 LUCIEN DR,Single Fam M01,Institutional,1971,1970s
16060,3031-007-00-0000,107 LUCIEN DR,Single Fam M01,Residential,1970,1970s
16061,3031-008-00-0000,99 LUCIEN DR,Single Fam M01,Residential,1970,1970s
16062,3031-009-00-0000,93 LUCIEN DR,Single Fam M01,Residential,1968,1960s
16063,3031-010-00-0000,178 NEW RD,Single Fam M01,Institutional,1951,1950s
16064,3031-011-00-0000,188 NEW RD,Single Fam M01,Institutional,1870,pre1900s
16065,3031-012-00-0000,192 NEW RD,Single Fam M01,Institutional,1890,pre1900s
16066,3031-013-00-0000,202 NEW RD,Single Fam M01,Institutional,1890,pre1900s
16068,3031-016-00-0000,325 SPRUCE BANK RD,Single Fam M01,Residential,1967,1960s
16069,3031-017-00-0000,305 SPRUCE BANK RD,PVT SCHOOL M01,Residential,1968,1960s
16073,3031-019-00-0000,145 SPRUCE BANK RD,Single Fam M01,Residential,1880,pre1900s
16085,3032-001-00-0000,300 HOGAN RD,Single Fam M01,Residential,1978,1970s
16086,3032-002-00-0000,260 HOGAN RD,Single Fam M01,Residential,1978,1970s
16087,3032-003-00-0000,236 HOGAN RD,Single Fam M01,Residential,1980,1980s
16091,3032-005-00-0000,210 HOGAN RD,Single Fam M01,Residential,1880,pre1900s
16092,3032-006-00-0000,202 HOGAN RD,Single Fam M01,Residential,1979,1970s
16093,3032-007-00-0000,200 HOGAN RD,Single Fam M01,Residential,1978,1970s
16095,3032-009-00-0000,190 HOGAN RD,Single Fam M01,Residential,1978,1970s
16096,3032-010-01-0000,182 IVES ST REAR,Single Fam M01,Residential,1900,1900s
16098,3032-012-00-0000,241 HOGAN RD,Single Fam M01,Residential,1997,1990s
16100,3032-015-00-0000,287 HOGAN RD,PVT UNIV M01,Residential,1980,1980s
16102,3123-001-00-0000,1333 WEST WOODS RD,Single Fam M01,Residential,1954,1950s
16103,3123-002-00-0000,1405 WEST WOODS RD,Single Fam M01,Residential,1953,1950s
16104,3123-004-00-0000,1406 WEST WOODS RD,Single Fam M01,Residential,1929,1920s
16106,3123-006-00-0000,1357 WEST WOODS RD,Single Fam M01,Residential,1988,1980s
16107,3123-007-00-0000,1375 WEST WOODS RD,Single Fam M01,Residential,1985,1980s
16108,3124-001-00-0000,20 GAYLORD MT RD,Single Fam M01,Residential,2002,2000s
16109,3124-001-01-0000,1185 WEST WOODS RD,Single Fam M01,Residential,1992,1990s
16110,3124-001-02-0000,1175 WEST WOODS RD,Single Fam M01,Residential,1993,1990s
16111,3124-001-03-0000,8 GAYLORD MT RD,Single Fam M01,Residential,1998,1990s
16114,3124-002-00-0000,1250 WEST WOODS RD,Single Fam M01,Residential,1982,1980s
16115,3124-003-00-0000,1195 WEST WOODS RD,Single Fam M01,Residential,1958,1950s
16116,3124-004-00-0000,1320 WEST WOODS RD,Single Fam M01,Residential,1988,1980s
16117,3124-005-00-0000,70 DUEL DR,Single Fam M01,Residential,1989,1980s
16118,3124-006-00-0000,76 DUEL DR,Single Fam M01,Residential,1991,1990s
16119,3124-007-00-0000,360 JOYCE RD,Single Fam M01,Residential,1987,1980s
16120,3124-008-00-0000,30 DUEL DR,Single Fam M01,Residential,1982,1980s
16121,3124-009-00-0000,42 DUEL DR,Single Fam M01,Residential,1983,1980s
16122,3124-010-00-0000,60 DUEL DR,Single Fam M01,Residential,1983,1980s
16123,3124-011-00-0000,80 DUEL DR,Single Fam M01,Residential,1983,1980s
16124,3124-012-00-0000,71 DUEL DR,Single Fam M01,Residential,1983,1980s
16125,3124-013-00-0000,65 DUEL DR,Single Fam M01,Residential,1984,1980s
16126,3124-014-00-0000,55 DUEL DR,Single Fam M01,Residential,1983,1980s
16127,3124-015-00-0000,43 DUEL DR,Single Fam M01,Residential,1983,1980s
16128,3124-016-00-0000,1086 WEST WOODS RD,Single Fam M01,Residential,1985,1980s
16129,3124-017-00-0000,1100 WEST WOODS RD,Single Fam M01,Residential,1988,1980s
16130,3124-018-00-0000,1112 WEST WOODS RD,Single Fam M01,Residential,1981,1980s
16131,3124-019-00-0000,1085 WEST WOODS RD,Single Fam M01,Residential,1965,1960s
16132,3124-020-00-0000,1095 WEST WOODS RD,Single Fam M01,Residential,1957,1950s
16133,3124-021-00-0000,1105 WEST WOODS RD,Single Fam M01,Residential,1951,1950s
16134,3124-022-00-0000,32 MCDERMOTT CR,Single Fam M01,Residential,1960,1960s
16135,3124-023-00-0000,40 MCDERMOTT CR,Single Fam M01,Residential,1960,1960s
16136,3124-024-00-0000,1122 WEST WOODS RD,Single Fam M01,Residential,1985,1980s
16137,3124-025-00-0000,1142 WEST WOODS RD,Single Fam M01,Residential,1985,1980s
16138,3124-026-00-0000,1132 WEST WOODS RD,Single Fam M01,Residential,1985,1980s
16139,3124-027-00-0000,1152 WEST WOODS RD,Single Fam M01,Residential,1985,1980s
16140,3124-028-00-0000,1162 WEST WOODS RD,Single Fam M01,Residential,1985,1980s
16141,3124-029-00-0000,1172 WEST WOODS RD,Single Fam M01,Residential,1984,1980s
16142,3124-030-00-0000,1182 WEST WOODS RD,Single Fam M01,Residential,1993,1990s
16143,3124-031-00-0000,1192 WEST WOODS RD,Single Fam M01,Residential,1985,1980s
16144,3124-032-00-0000,1202 WEST WOODS RD,Single Fam M01,Residential,1985,1980s
16145,3124-033-00-0000,1212 WEST WOODS RD,Single Fam M01,Residential,1985,1980s
16146,3124-034-00-0000,1211 WEST WOODS RD,Single Fam M01,Residential,1994,1990s
16147,3124-035-00-0000,1203 WEST WOODS RD,Single Fam M01,Residential,2004,2000s
16148,3124-036-00-0000,1227 WEST WOODS RD,Single Fam M01,Residential,1996,1990s
16149,3124-037-00-0000,1219 WEST WOODS RD,Single Fam M01,Residential,1993,1990s
16150,3124-038-00-0000,1243 WEST WOODS RD,Single Fam M01,Residential,1993,1990s
16151,3124-039-00-0000,1235 WEST WOODS RD,Single Fam M01,Residential,1995,1990s
16152,3124-040-00-0000,1259 WEST WOODS RD,Single Fam M01,Residential,2005,2000s
16153,3124-041-00-0000,1251 WEST WOODS RD,Single Fam M01,Residential,1993,1990s
16154,3124-042-00-0000,1275 WEST WOODS RD,Single Fam M01,Residential,1853,pre1900s
16156,3124-044-00-0000,1267 WEST WOODS RD,Single Fam M01,Residential,1993,1990s
16157,3124-045-00-0000,11 HIDEAWAY LA,Single Fam M01,Residential,1985,1980s
16158,3124-046-00-0000,21 HIDEAWAY LA,Single Fam M01,Residential,1985,1980s
16159,3124-047-00-0000,31 HIDEAWAY LA,Single Fam M01,Residential,1985,1980s
16160,3124-048-00-0000,41 HIDEAWAY LA,Single Fam M01,Residential,1986,1980s
16161,3124-049-00-0000,52 HIDEAWAY LA,Single Fam M01,Residential,1985,1980s
16162,3124-050-00-0000,42 HIDEAWAY LA,Single Fam M01,Residential,1985,1980s
16163,3124-051-00-0000,32 HIDEAWAY LA,Single Fam M01,Residential,1985,1980s
16164,3124-052-00-0000,22 HIDEAWAY LA,Single Fam M01,Residential,1987,1980s
16165,3124-053-00-0000,12 HIDEAWAY LA,Single Fam M01,Residential,1987,1980s
16166,3124-054-00-0000,2 HIDEAWAY LA,Single Fam M01,Residential,1987,1980s
16167,3124-055-00-0000,305 JOYCE RD,Single Fam M01,Residential,1993,1990s
16168,3124-056-00-0000,295 JOYCE RD,Single Fam M01,Residential,1990,1990s
16169,3124-057-00-0000,285 JOYCE RD,Single Fam M01,Residential,1990,1990s
16170,3124-058-00-0000,275 JOYCE RD,Single Fam M01,Residential,1990,1990s
